10000,526
1000,512
1001,506
1002,524
1003,474
1004,509
100,504
1005,510
1006,473
1007,492
1008,516
1009,485
1010,510
1011,478
1012,490
1013,479
1014,500
101,519
1015,508
1016,525
1017,530
1018,515
1019,488
1020,487
1021,521
1022,503
1023,528
1024,498
102,487
1025,535
1026,500
1027,501
1028,515
1029,496
1030,498
1031,505
1032,523
1033,490
1034,526
103,478
1035,512
1036,497
1037,523
1038,497
1039,481
1040,493
1041,493
1042,513
1043,519
1044,516
104,500
1045,479
1046,504
1047,494
1048,499
1049,489
10,502
1050,520
1051,500
1052,500
1053,493
1054,528
105,483
1055,482
1056,514
1057,498
1058,513
1059,524
1060,483
1061,521
1062,512
1063,493
1064,503
106,495
1065,494
1066,516
1067,481
1068,497
1069,489
1070,506
1071,457
1072,492
1073,542
1074,482
107,457
1075,498
1076,475
1077,524
1078,497
1079,493
1080,532
1081,505
1082,484
1083,494
1084,496
108,523
1085,485
1086,462
1087,516
1088,513
1089,490
1090,507
1091,517
1092,501
1093,515
1094,497
109,502
1095,497
1096,504
1097,494
1098,502
1099,490
1100,496
1101,512
1102,492
1103,491
1104,509
110,520
1105,495
1106,491
1107,539
1108,519
1109,494
1110,516
1111,488
1112,485
1113,514
1114,476
111,465
1115,487
1116,500
1117,506
1118,507
1119,483
1120,483
1121,515
1122,503
1123,499
1124,526
112,519
1125,487
1126,466
1127,481
1128,505
1129,492
1130,508
1131,490
1132,514
1133,463
113,448
1134,509
1135,521
1136,508
1137,507
1138,495
1139,486
1140,483
1141,478
1142,489
1143,513
1144,500
114,470
1145,528
1146,467
1147,495
1148,513
11,493
1149,513
1150,500
1151,500
1152,496
1153,499
1154,477
115,516
1155,507
1156,507
1157,500
1158,506
1159,504
1160,526
1161,502
1162,505
1163,489
1164,480
116,464
1165,503
1166,509
1167,514
1168,513
1169,512
1170,478
1171,480
1172,467
1173,495
1174,493
117,482
1175,504
1176,513
1177,483
1178,501
1179,493
1180,480
1181,495
1182,485
1183,514
1184,486
118,518
1185,516
1186,499
1187,497
1188,493
1189,489
1190,494
1191,481
1192,508
1193,497
1194,467
119,503
1195,510
1196,517
1197,512
1198,512
1199,485
1200,496
1201,482
1202,490
1203,476
1204,508
120,511
1205,510
1206,510
1207,510
1208,503
1209,485
1210,529
1211,503
1212,497
1213,500
1214,509
121,495
1215,506
1216,494
1217,524
1218,507
1219,508
1220,490
1221,510
1222,507
1223,505
1224,510
122,500
1225,510
1226,476
1227,483
1228,533
1229,509
1230,489
1231,486
1232,499
1233,522
1234,495
123,492
1235,497
1236,537
1237,476
1238,505
1239,504
1240,516
1241,485
1242,497
1243,495
1244,498
124,535
1245,529
1246,501
12,472
1247,493
1248,482
1249,498
1250,470
1251,478
1252,503
1253,504
1254,482
125,523
1255,504
1256,506
1257,471
1258,513
1259,506
1260,526
1261,513
1262,479
1263,509
1264,500
126,502
1265,486
1266,532
1267,483
1268,484
1269,500
1270,483
1271,481
1272,479
1273,492
1274,517
127,492
