10000,47
1000,48
1001,53
1002,50
1003,49
100,38
1004,48
1005,45
1006,47
1007,49
1008,51
1009,55
1010,50
1011,51
1012,55
1013,55
1014,51
101,47
1015,46
1016,53
1017,50
1018,53
1019,57
1020,60
1021,50
1022,48
1023,52
102,43
1024,54
1025,44
1026,48
1027,55
1028,53
1029,56
1030,59
1031,56
1032,48
1033,49
1034,50
103,53
1035,45
1036,47
1037,52
1038,53
1039,54
1040,46
1041,40
1042,52
1043,48
1044,45
104,47
1045,48
1046,51
10,47
1047,44
1048,50
1049,47
1050,43
1051,54
1052,56
1053,50
1054,55
105,51
1055,43
1056,45
1057,49
1058,49
1059,50
1060,44
1061,51
1062,54
1063,49
1064,54
106,52
1065,51
1066,47
1067,47
1068,45
1069,46
1070,53
1071,50
1072,55
1073,52
1074,43
107,50
1075,49
1076,42
1077,52
1078,55
1079,49
1080,63
1081,51
1082,48
1083,49
1084,58
108,49
1085,57
1086,43
1087,52
1088,54
1089,42
1090,47
1091,54
1092,53
1093,50
1094,52
109,48
1095,55
1096,45
1097,50
1098,49
1099,48
1100,44
1101,46
1102,51
1103,58
1104,48
110,50
1105,42
1106,52
1107,55
1108,54
1109,45
1110,53
1111,49
1112,50
1113,60
1114,57
111,48
1115,51
1116,57
1117,51
1118,45
1119,51
1120,50
1121,50
1122,60
1123,47
1124,39
112,47
1125,57
1126,54
1127,58
1128,52
1129,58
1130,44
1131,58
1132,58
11,33
1133,50
113,44
1134,57
1135,45
1136,54
1137,48
1138,53
1139,44
1140,43
1141,47
1142,51
1143,48
1144,55
114,52
1145,57
1146,47
1147,39
1148,52
1149,50
1150,44
1151,52
1152,50
1153,55
1154,58
115,52
1155,53
1156,46
1157,49
1158,60
1159,55
1160,53
1161,45
1162,52
1163,54
1164,47
116,52
1165,42
1166,44
1167,47
1168,46
1169,49
1170,41
1171,50
1172,50
1173,54
1174,52
117,51
1175,48
1176,56
1177,50
1178,52
1179,51
1180,52
1181,53
1182,46
1183,44
1184,55
118,51
1185,57
1186,50
1187,51
1188,48
1189,59
1190,50
1191,52
1192,51
1193,44
1194,44
119,50
1195,47
1196,48
1197,54
1198,53
1199,48
1200,56
1201,51
1202,49
1203,61
1204,57
1205,54
120,59
1206,53
1207,53
1208,47
1209,44
1210,59
1211,55
1212,49
1213,50
121,44
1214,48
1215,52
1216,52
1217,54
1218,52
1219,49
1220,56
1221,45
1222,49
1223,45
1224,49
122,49
1225,54
1226,52
1227,52
1228,51
1229,52
1230,50
1231,48
1232,59
1233,54
1234,47
123,54
1235,44
1236,54
1237,52
1238,43
1239,50
1240,55
1241,49
1242,50
1243,50
124,44
1244,54
1245,55
1246,51
1247,46
12,48
1248,61
1249,48
1250,52
1251,45
1252,52
1253,48
1254,48
125,51
1255,49
1256,45
1257,47
1258,49
1259,50
1260,54
1261,42
1262,39
1263,51
1264,54
126,46
1265,48
1266,50
1267,47
1268,56
1269,45
1270,46
1271,55
1272,41
1273,58
1274,52
127,52
1275,55
1276,45
1277,46
1278,44
1279,53
1280,47
1281,44
1282,54
1283,58
1284,49
128,53
1285,53
1286,55
1287,54
1288,50
1289,55
1290,57
1291,57
1292,54
1293,57
1294,47
129,48
1295,54
1296,53
1297,54
1298,53
1299,52
1300,63
1301,57
1302,50
1303,56
1304,51
130,48
1305,55
1306,42
1307,56
1308,45
1309,53
1310,47
1311,54
1312,48
1313,52
1314,51
131,52
1315,42
1316,58
1317,49
1318,48
1319,54
1320,46
1321,49
1322,44
1323,51
1324,51
132,54
1325,46
1326,49
1327,51
1328,45
1329,57
1330,45
1331,59
1332,50
1333,45
1334,51
1335,48
133,57
1336,41
1337,50
1338,52
1339,48
1340,50
1341,56
1342,52
1343,47
1344,50
1345,40
134,56
1346,54
1347,53
13,48
1348,55
1349,52
1350,61
1351,56
1352,45
1353,58
1354,50
135,47
1355,48
1356,50
1357,51
1358,49
1359,56
1360,53
1361,58
1362,56
1363,32
1364,49
136,51
1365,49
1366,50
1367,42
1368,53
1369,49
1370,46
1371,63
1372,51
1373,52
137,45
1374,55
1375,47
1376,50
1377,41
1378,43
1379,50
1380,44
1381,51
1382,43
1383,48
138,44
1384,45
1385,53
1386,48
1387,53
1388,51
1389,46
1390,49
1391,45
1392,44
1393,54
1394,51
1395,48
139,58
1396,50
1397,49
1398,50
1399,51
1400,50
1401,43
1402,52
1403,51
1404,47
140,50
1405,54
1406,54
1407,52
1408,57
1409,61
1410,53
1411,44
1412,47
1413,49
1414,49
141,48
1415,65
1416,52
1417,60
1418,58
1419,50
1420,58
1421,52
1422,52
1423,51
1424,51
142,53
1425,46
1426,46
1427,46
1428,56
1429,44
1430,50
1431,55
1432,56
1433,54
143,43
1434,47
1435,44
1436,58
1437,48
1438,49
1439,46
1440,47
1441,53
1442,53
1443,40
144,39
1444,50
1445,49
1446,48
1447,50
1448,48
1449,53
1450,41
14,51
1451,49
1452,47
1453,52
145,44
1454,46
1455,53
1456,46
1457,46
1458,49
1459,43
1460,57
1461,51
1462,48
1463,49
1464,53
146,53
1465,51
1466,61
1467,53
1468,55
1469,41
1470,49
1471,60
1472,48
1473,52
1474,49
147,52
1475,55
1476,48
1477,43
1478,54
1479,49
1480,59
1481,43
1482,48
1483,47
1484,53
1485,59
148,56
1486,55
1487,54
1488,48
1489,54
1490,54
1491,49
1492,49
1493,51
1494,52
149,53
1495,48
1496,51
1497,53
1498,47
1499,48
1500,45
1501,50
1502,58
1503,46
1504,54
150,48
1505,43
1506,56
1507,63
1508,52
1509,47
1510,45
1511,50
1512,37
1513,59
1514,44
151,49
1515,49
1516,49
1517,49
1518,54
1519,52
1,52
1520,44
1521,55
1522,55
1523,53
1524,46
152,45
1525,44
1526,54
1527,51
1528,52
1529,55
1530,42
1531,50
1532,48
1533,60
1534,42
1535,44
153,57
1536,49
1537,53
1538,49
1539,39
1540,53
1541,51
1542,42
1543,40
1544,45
154,51
1545,43
1546,55
1547,42
