100000,115
10000,116
10001,111
1000,114
10002,106
10003,128
10004,119
10005,109
10006,107
10007,105
10008,115
10009,106
10010,105
1001,104
100,111
10011,108
10012,118
10013,103
10014,116
10015,103
10016,101
10017,115
10018,120
10019,109
10020,110
10021,117
1002,116
10022,115
10023,128
10024,119
10025,101
10026,113
10027,103
10028,114
10029,99
10030,102
1003,111
10031,114
10032,114
10033,105
10034,112
10035,107
10036,106
10037,115
10038,105
10039,108
10040,130
10041,111
1004,117
10042,105
10043,112
10044,117
10045,118
10046,113
10047,112
10048,113
10049,116
10050,105
1005,106
10051,103
10052,118
10053,106
10054,103
10055,114
10056,107
10057,113
10058,124
10059,110
10060,128
1006,117
10061,99
10062,97
10063,116
10064,120
10065,109
10066,118
10067,104
10068,104
10069,117
10070,103
10071,105
1007,126
10072,110
10073,120
10074,115
10075,116
10076,115
10077,118
10078,104
10079,110
10080,113
1008,104
10081,96
10082,118
10083,108
10084,113
10085,94
10086,106
10087,109
10088,114
10089,117
10090,100
10091,108
1009,115
10092,113
10093,104
10094,115
10095,96
10096,109
10097,110
10098,108
10099,95
10100,119
10101,114
1010,113
10102,107
10103,110
10104,106
10105,116
10106,111
10107,112
10108,118
10109,97
10110,114
101,110
1011,100
10111,102
10112,103
10,113
10113,106
10114,111
10115,104
10116,98
10117,127
10118,110
10119,91
10120,106
10121,113
1012,113
10122,113
10123,104
10124,107
10125,121
10126,103
10127,108
10128,111
10129,114
10130,112
1013,107
10131,102
10132,113
10133,115
10134,116
10135,114
10136,120
10137,110
10138,122
10139,108
10140,111
10141,112
1014,113
10142,116
10143,113
10144,107
10145,108
10146,109
10147,99
10148,116
10149,99
10150,104
1015,110
10151,109
10152,105
10153,111
10154,104
10155,104
10156,111
10157,129
10158,122
10159,112
10160,110
10161,116
1016,123
10162,120
10163,113
10164,108
10165,114
10166,113
10167,120
10168,98
10169,100
10170,107
10171,114
1017,112
10172,109
10173,117
10174,117
10175,115
10176,124
10177,115
10178,114
10179,107
10180,119
1018,100
10181,114
10182,105
10183,116
10184,126
10185,123
10186,112
10187,113
10188,122
10189,112
10190,104
1019,109
10191,130
10192,117
10193,126
10194,112
10195,122
10196,94
10197,112
10198,110
10199,113
10200,118
1020,112
10201,121
10202,111
10203,117
10204,115
10205,126
10206,112
10207,114
10208,114
10209,111
10210,119
102,111
10211,115
1021,113
10212,102
10213,128
10214,114
10215,115
10216,125
10217,106
10218,101
10219,120
10220,104
10221,117
1022,116
10222,117
10223,110
10224,128
10225,105
10226,118
10227,121
10228,115
10229,109
10230,114
10231,100
1023,130
10232,96
10233,120
10234,103
10235,107
10236,103
10237,116
10238,108
10239,100
10240,105
1024,111
10241,117
10242,101
10243,104
10244,117
10245,110
10246,114
10247,109
10248,110
10249,106
10250,110
1025,105
10251,109
10252,107
10253,116
10254,111
10255,126
10256,116
10257,110
10258,119
10259,116
10260,121
10261,110
1026,120
10262,111
10263,114
10264,113
10265,110
10266,102
10267,110
10268,104
10269,114
10270,118
1027,110
10271,118
10272,115
10273,116
10274,116
10275,114
10276,116
10277,113
10278,101
10279,107
10280,115
10281,121
1028,117
10282,122
10283,119
10284,113
10285,118
10286,104
10287,117
10288,107
10289,94
10290,104
1029,104
10291,114
10292,107
10293,112
10294,99
10295,114
10296,110
10297,104
10298,106
10299,107
10300,107
1030,107
